name,dividend_yield_ttm,country,earnings_ttm,marketcap,pe_ratio_ttm,revenue_ttm,price,gdp_per_capita_usd,gdp_growth_percent,inflation_percent,interest_rate_percent,unemployment_rate_percent,exchange_rate_to_usd,inflation,interest_rate,unemployment,pc_class
Lake Shore Bancorp,2.1712524308117954e-06,United States,7338850.2,76940798.05245852,15.3013,32163386.5,13.411235649811198,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Schneider,3.4252294150985544e-08,United States,185707930.0,4869925160.770595,15.663,6849849140.0,27.79399510904,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
ABM Industries,5.271819983314264e-08,United States,389692690.0,3162678197.0499024,14.3464,10576149690.0,50.36809485072,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
SS&C Technologies,9.442435272335225e-09,United States,1775792140.0,17578817562.701653,29.6867,7239158400.0,71.62748213980001,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Sensata Technologies,3.115572810116419e-08,United States,280587683.5,5324779426.15634,18.1275,5158462724.0,35.273248172719995,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Innospec,5.982918411363547e-08,United States,232869820.0,2771184174.684636,22.4145,2420721400.0,111.10781016084,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Old Second Bancorp,2.462936852054488e-07,United States,147179605.5,673066895.9771308,7.07339,356189854.7,15.00719918116,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
LabCorp,9.168769498662254e-09,United States,1086768430.0,18075763069.862404,29.5346,15960401560.0,215.28172946056003,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Dell,2.0378950246663483e-09,United States,7023159500.0,81121510479.70016,45.366,117379425900.0,115.55835527816,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Terex,4.857131820868622e-08,United States,803797090.0,3392754231.869494,7.36592,6629376890.0,50.7138155327,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Triple Flag Precious Metals,5.1424267196134456e-08,Canada,-115292288.6,3201123801.573085,47.0286,284087121.3,15.869066233420002,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Owens Corning,1.1216132173614791e-08,United States,1926096700.0,14644419382.503004,13.3359,12617403200.0,168.426351510972,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
CuriosityStream,1.5966066956378678e-06,United States,-20317955.7,102629414.58762704,-2.24138,70041158.1,1.8796492627876,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,0
Krispy Kreme,9.185931160321065e-08,United States,-59328123.9,1783801855.68768,-108.696,2223611539.9,10.5176996208,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
HomeStreet Bank,5.71955698598275e-07,United States,-27065045.6,286305402.1514628,-18.8072,210350976.1,15.18249417484,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Rush Enterprises,4.1348993575850296e-08,United States,611163136.1,3959084520.393521,11.8416,10108789419.2,51.288393567540005,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Empire State Realty Trust,5.344060997450143e-08,United States,239662921.5,3057790647.9355173,33.1818,966408474.9,10.62969364454,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Acushnet Holdings,4.230277346990764e-08,United States,358325559.8,3861391514.109552,19.3301,3064580890.3,62.46831872002,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Maximus,2.994736852617395e-08,United States,501034371.5,5432594354.919951,33.1071,6710382868.0,90.2769217452,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
WEG ON,3.977563502725865e-09,Brazil,1719044500.0,40860630405.67912,41.047,8470312383.6462,9.739097690538,10.359,1.7,4.83,12.25,6.2,6.18,-4.83,-12.25,-6.2,0
Kinross Gold,1.4318850389631103e-08,Canada,1058138990.0,11322625810.61697,59.125,5775861710.0,9.18350994668,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Marsh & McLennan Companies,1.5157816884373735e-09,United States,6919633400.0,106934028321.12184,31.9458,30201503000.0,217.45343966004,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Domino's Pizza,1.0953147804075108e-08,United States,1141647487.8,14795794478.342155,29.5363,5895512319.6,423.060833191616,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
West Fraser Timber,2.144704489884629e-08,Canada,256898100.0,7536406025.274597,-235.293,8372833100.0,93.6123959305,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Marcus &amp; Millichap,1.0826412847244557e-07,United States,-51437134.5,1492082939.005171,113.029,786977294.0,38.52594416656,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
HomeTrust Bancshares,2.802259199364027e-07,United States,90111162.4,575474921.9365529,11.0291,257581883.5,32.88728853652,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Wabash National,1.9695206906839522e-07,United States,273622038.5,815418584.6315192,4.0812,2933001773.4,18.53257627628,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
LSI Industries,3.512266160459689e-07,United States,45059415.5,456867929.6189737,17.3152,600244327.8,15.350972140988,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
TD Synnex,1.6451196063112275e-08,United States,1395237865.0,9738103168.02536,17.1693,71945631904.2,115.55835527816,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Cullman Bancorp,2.4194629701480567e-06,United States,5866479.0,65894868.39314751,17.1786,21135939.7,9.36854355112,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
John Marshall Bancorp,5.717971523403731e-07,United States,5936774.5,278291008.5310765,91.2727,42195193.4,19.55513040608,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Power Integrations,4.5713657026134416e-08,United States,24397650.9,3474498728.2289853,40.2342,527732602.4,61.13899835128,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Nasdaq,3.905030596600258e-09,United States,1689648200.0,40573874846.95785,32.2667,8389448400.0,70.59518939924,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
P10,1.346945490327893e-07,United States,43782593.6,1175149964.3943844,90.1667,331283520.0,10.52256892618,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Warrior Met Coal,4.716361689512941e-08,United States,637647924.3,3353346047.4769645,7.45675,2156571360.6,64.1044053277,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
NetApp,6.488048655398203e-09,United States,1840464000.0,24372364727.63394,21.6114,8150443700.0,119.01556209796,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Miller Industries,2.339690485663333e-07,United States,124348905.2,671495504.9084516,17.8107,1651479021.6,58.626436775200006,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Enerflex,2.1813467929758866e-07,Canada,-61447469.32,718862362.4860435,-8.41609,2748333576.4719,5.7944734022,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
FirstCash,3.139024413984614e-08,United States,535594195.5,4977995879.988907,22.8126,4225164707.7,111.23441210072,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Build-A-Bear,3.581402211448597e-07,United States,80611045.1,435872014.6008391,9.30398,617791362.7,32.24454022636,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Jack Henry &amp; Associates,1.2466433269846072e-08,United States,657459752.4,12466629422.861298,34.9921,2831685508.3,170.99052772408,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
IDEX,9.808140697735578e-09,United States,995000850.0,15820560846.544994,26.3456,4077139000.0,208.98084829884,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Thomson Reuters,2.0782648076758896e-09,Canada,2372153600.0,74627101525.8357,34.144,8990155400.0,165.35187209404,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Evercore,1.6482284292371583e-08,United States,439491300.3,9398161143.943687,31.2199,3111689100.1,245.15491796686,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Booz Allen Hamilton,7.567207703609653e-09,United States,1107873695.3,20428432924.638824,72.6682,13994181466.7,158.12582291012,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
POOLCORP,1.0955416018625114e-08,United States,767910598.2,14092048621.20562,26.7437,6860905983.1,368.34347477548,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Piper Sandler,3.5809147528948984e-08,United States,208412098.4,4303455508.831071,55.5098,1793083554.9,271.80462631160003,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Southern States Bancshares,6.086101640175806e-07,United States,52000776.6,252339683.23204625,7.80208,110444455.3,28.30040286856,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Nuvei,3.325127569877959e-08,Canada,23977156.0,4611592258.567933,238.143,1670420463.6,32.46365896846,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
WSFS Financial,5.3058148507129444e-08,United States,471097435.2,2884858599.6066675,10.586,1303552083.4,48.67357657848,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
BorgWarner,1.9099466206246866e-08,United States,1348395500.0,8011970342.393671,11.8633,18330510200.0,35.17586206512,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Fairfax Financial,5.126177566810526e-09,Canada,7236474390.0,29804927767.07734,5.80148,35090491120.0,1199.02749538196,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
WisdomTree,1.0314425809351049e-07,United States,128989686.3,1475169356.1269908,34.7586,492246155.9,9.7142642331,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Mueller Water Products,4.713046823876152e-08,United States,204112570.0,3225645031.359333,43.4082,1620502990.0,20.70428647576,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Oppenheimer Holdings,2.991970138708047e-07,United States,221439771.7,507840503.9350112,13.1775,1667515342.3,49.15076850572,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Elevance Health,1.2916900654871783e-09,United States,12324718300.0,117464992147.9218,20.377,219474053900.0,506.56357729216006,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Ball Corporation,7.638772647528442e-09,United States,888279500.0,19838997976.85865,34.9585,16368626700.0,65.35338215767,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Element Solutions,2.399596992096904e-08,United States,279520470.0,6310347029.051662,122.773,3016827240.0,26.060522393760003,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Equity BancShares,2.506355547392577e-07,United States,11088795.6,603186801.0796647,13.3049,190470130.6,39.51928246408,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Albany International,5.7688430066938153e-08,United States,223846434.0,2617262891.7931247,33.0265,1597642893.4,83.76179114676,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Ameriprise Financial,3.368469517940565e-09,United States,5385913400.0,44775073010.66847,18.6925,20811302300.0,456.010448837,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
TJX Companies,1.1595578864282875e-09,United States,8137662700.0,128890418796.04608,34.0742,71091756300.0,114.27772796322,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Freeport-McMoRan,2.1242856494758754e-09,United States,8824002400.0,70314927202.40039,34.0989,31535839400.0,48.936519069000006,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Gentex,2.1676951301535127e-08,United States,638309980.1,6851532318.083957,18.117,2975585350.7156,29.76119448256,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Stella-Jones,4.2149152114781234e-08,Canada,440060054.8,3522320389.641617,19.4653,3266018770.2052,62.5073705491676,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Rollins,6.290558116092174e-09,United States,790373205.7,23592160959.510227,60.1807,4134374874.2,48.71253102152,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Quanex Building Products,1.1686717477625597e-07,United States,116874576.4,1265236944.2753212,11.3827,1381872773.3,26.776310284620003,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Peabody Energy,4.570026767147893e-08,United States,1040245590.0,3226973845.320314,3.07003,5546314950.0,25.6312444314592,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Pershing Square Holdings,1.4353153184846482e-08,United States,0.0,10224245642.06096,0.0,0.0,47.40755717968,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
MarketAxess,1.5620486492854266e-08,United States,432776162.9,9375332469.125954,38.5537,993735531.0,248.340417546456,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Argan,1.1150085138892276e-07,United States,57233318.0,1312570020.5598578,37.4739,911292968.6,97.23028982784,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Korn Ferry,3.947826979825089e-08,United States,311405230.7,3705001329.7816935,21.5882,3542898312.4,71.23550305671,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Tennant Company,8.224145861553983e-08,United States,171904450.0,1778072249.2240558,17.4332,1607977610.0,94.05550272008,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
SITE Centers,4.745567533721328e-08,United States,690505027.9,3054899667.317919,146.22,648235704.7,58.15411415334,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Tiptree,2.123183546365217e-07,United States,155354333.1,680193813.8944026,92.7143,2438336174.2,18.48875252786,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
The Andersons,8.670505030301618e-08,United States,295090284.2,1663039965.908237,19.7165,15800016625.3,48.814591662284805,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Lindsay Corporation,1.0952177029077981e-07,United States,117760299.7,1316076294.3961878,19.2167,791408466.7,120.89511397464,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
TFI International,1.2763137752312658e-08,Canada,967664847.2,11259035206.602053,22.5261,10244021345.9,132.91255965247998,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Tootsie Roll Industries,6.44755065667758e-08,United States,157510487.8,2219961478.7323976,25.1437,959902945.9,30.58897639716,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Graco,1.0001427551839962e-08,United States,767837746.5,14289802066.6767,28.1801,2750149118.8,84.58957306136,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
SmartFinancial (SmartBank),3.025270670655116e-07,United States,41586817.8,472039313.9866588,13.5094,193391867.2,27.89138121664,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Hubbell,6.3938837438677745e-09,United States,1221991410.0,22299592456.110287,32.3381,7123106920.0,415.41018057856,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Franco-Nevada,6.076526215691847e-09,Canada,-528110920.0,23461704835.871937,36.3787,1442335850.0,121.575842866764,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
ServisFirst Bancshares,3.38397990839235e-08,United States,302073822.6,4202420772.278173,18.479,547186562.5,77.06649624926,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Knight-Swift,1.654219346178585e-08,United States,94571731.4,8576814503.333894,23.0983,9740369425.6,52.98778114516001,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Humana,3.784244422078942e-09,United States,3867530600.0,37413082668.22268,13.189,143193211600.0,310.7347228247,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Expeditors,7.898568152841288e-09,United States,1172490597.0,17821723757.534885,19.1575,11647897888.8,126.28056572492,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Intercontinental Exchange,1.580218354462609e-09,United States,5053607400.0,88723471160.84422,36.7176,13794533300.0,154.53227553968,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Hamilton Lane,1.560823656547471e-08,United States,409872610.9,8966380872.87624,56.3074,799497561.6,161.73884750208,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Altus Group,7.733793728338568e-08,Canada,30781888.21,1805996526.4939308,332.458,740071050.8401,39.2304352689384,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Corteva,3.550338336035833e-09,United States,1635968000.0,39330049134.39063,45.0615,21601168100.0,56.81505517384,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Ubiquiti,1.0768978056500386e-08,United States,637766787.6,12951455548.357307,33.5259,2464803069.0,214.18126644468,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Nicolet Bankshares,1.006618595560036e-07,United States,179351938.7,1384934037.7269576,23.7859,430221241.0,91.96170140668,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Acme United,9.59893680594531e-07,United States,34990671.51,145194926.70654643,24.0179,246298748.9607,39.2952944166,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Werner Enterprises,5.939365822292901e-08,United States,105041926.6,2343282893.5643983,16.3935,4051023582.7,37.91241168868,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Centrais Electricas Brasileiras,8.671788475880049e-09,Brazil,1222097492.3,15993736469.214876,27.6792,8981666195.895,7.04588488486,10.359,1.7,4.83,12.25,6.2,6.18,-4.83,-12.25,-6.2,0
MSA Safety,2.0389949693500883e-08,United States,510553660.3,6800273506.520512,208.212,2323394085.0,172.80190932544,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
CDW Corporation,4.687052873895737e-09,United States,2135832910.0,29489500144.067432,27.9002,26767120490.0,220.76943662382,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Raymond James,5.600106367292402e-09,United States,3154350800.0,24600675409.4224,15.0258,15642665900.0,119.45379958216,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Crane NXT,4.459778502320927e-08,United States,295752340.0,3082093483.5321274,17.4263,1781671400.0,53.94216499964,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
SAIC,2.0690682213708452e-08,United States,456281700.0,6636820414.216186,14.9566,9326295700.0,134.02276127912,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
CONMED,6.11460203063243e-08,United States,207828006.7,2236747415.69165,39.3474,1630846653.3,72.55265016199999,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Hingham Institution for Savings,2.728644543387075e-07,United States,46200758.8,500622370.2939169,14.9322,84188447.0,229.61696449928,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Church & Dwight,5.459020255842173e-09,United States,1321299780.0,24984783918.69577,57.3571,7666555040.0,102.05577145942,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Primerica,1.5681957531019964e-08,United States,778315610.3,8671331320.150282,20.8699,3813179397.5,256.33971242472,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Fortune Brands Innovations,1.2692869965849168e-08,United States,890196650.0,10683164632.178455,25.9952,6099221010.0,86.07958050764,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Apogee Enterprises,9.145386712025225e-08,United States,184004222.7,1481415280.3604956,15.0778,1772398784.5,67.54213492598,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Dover,5.279210600278328e-09,United States,2515160209.0,25619084412.51984,26.3361,10903762506.8,186.37753272488,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Progress Software,4.88873944223992e-08,United States,145227946.8,2760283661.961168,36.4286,909654444.4,64.52803489576,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Calavo Growers,2.73157339674572e-07,United States,14452754.8,492870591.94672906,-129.455,936546946.5,27.686870390680003,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Installed Building Products,1.9497325461939e-08,United States,490473431.2,6885118651.891743,29.3897,3652414867.1,243.8548134304,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Greene County Bancorp,2.654943940911709e-07,United States,34277363.9,505411367.1941456,18.3063,82932074.7,29.68328559648,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,1
Quaker Houghton,4.5222790661264824e-08,United States,279163880.1,2965958633.6605043,364.936,2416947170.7,165.583651030128,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
H.B. Fuller,3.1649907620738496e-08,United States,344358483.0,4225293823.99757,29.337,4535123129.2,77.347942100224,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Range Resources,1.8572915591196224e-08,United States,731617670.6,7163599664.6141405,5.41197,2982617615.4,29.59076879426,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Nordson,9.0793096178343e-09,United States,875902379.6,14633386985.616592,29.8699,3405819531.2,255.91121355128,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Loblaw Companies,3.3888211078883478e-09,Canada,3571982756.0,39066515488.77271,28.52,57015349549.1781,127.922495499056,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
MSCI,3.0064080366154153e-09,United States,2055926098.0,43977082581.52615,47.8133,3455290947.9,559.50266538352,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Crown Holdings,1.196611029451134e-08,United States,1588678300.0,11048531130.507933,22.2918,15018953100.0,91.58189558704,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Xylem,4.173017285308923e-09,United States,1071047800.0,31422508112.20708,54.6789,10730927600.0,129.36770533584,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
AptarGroup,1.2712750956551388e-08,United States,580231838.0,10312165757.675056,37.2704,4546186362.8,155.330841622,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Wynn Resorts,1.2609302031444921e-08,United States,1575028192.0,10383287470.908253,1627.0,9085037709.7,93.5498740494208,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
SharkNinja,8.848580735592371e-09,United States,510070538.5,14716684922.837204,67.3319,6087592856.2,105.16725759724,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Alcoa,1.3384857021756956e-08,United States,-532967700.0,9726363732.41671,-7.96552,13678226200.0,37.64946919816,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Converge Technology Solutions,2.098779956263792e-07,Canada,-134504687.8,619477626.0940176,75.0087,2497077753.7261,3.1734723953074004,58.0,1.9,3.4,4.5,5.0,1.35,-3.4,-4.5,-5.0,0
Amkor Technology,1.73493547284033e-08,United States,675063023.7,7440807708.465176,18.7212,8180592800.9,30.19943196676,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Boyd Gaming,2.222228059322755e-08,United States,833740416.8,5808661669.916043,9.61029,4838386862.9,63.30096994,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Meritage Homes,1.7965074435900214e-08,United States,1375210038.0,7123465992.674433,9.30745,8253595316.7,196.09179695798,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
First National of Nebraska,4.220467015756946e-08,United States,195070012.5,3028337847.987591,43.0911,430772102.1,11686.332912,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Walmart,2.0338552352552846e-10,United States,31250823100.0,626994775387.7073,15.2835,849981233500.0,77.97705635532,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Allison Transmission,1.5720498767375306e-08,United States,1082550700.0,8088026866.798234,13.6492,3992784400.0,92.81869915356,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
Global Payments,5.076801556726353e-09,United States,2847133903.0,24921104560.87689,30.2455,12651219169.8,97.9460777187,76.0,2.6,2.5,4.875,3.7,1.0,-2.5,-4.875,-3.7,2
